,level_0,index,PROBENAME,MODE,SUBMODEINDEX,BEAMSTYLEINDEX,SYSTXFREQINDEX,TXPGWAVEFORMSTYLE,TXFOCUSLOCCM,NUMTXELEMENTS,PROBENUMTXCYCLES,ISTXCHANNELMODULATIONEN,ISPRESETCPAEN,CPADELAYOFFSETCLK,TXPULSERLE,TXPGWAVEFORMLUT,ELEVAPERINDEX,SYSTEMPULSERSEL,VTXINDEX,probeId,probeName,maxTxVoltageVolt,ceilTxVoltageVolt,totalVoltagePt,numMeasVoltage,zStartDistCm,DTxFreqIndex,dumpSwVersion,measSetComments,Count,OrgBeamstyleIdx,bsIndexTrace,TxFrequencyHz,ProbeNumTxCycles,profTxVoltageVolt,zMeasNum,zt_est
212,212,453,14L5,D,0,10,22,1,0.75,9,4.0,1,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,5333300,4.0,56.04,45.0,0.9
213,213,454,14L5,D,0,10,22,1,1.0,13,4.0,1,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,5333300,4.0,56.04,45.0,1.4
214,214,455,14L5,D,0,10,22,1,1.5,19,4.0,1,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,5333300,4.0,56.04,45.0,1.4
215,215,456,14L5,D,0,10,22,1,2.25,28,4.0,1,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,5333300,4.0,56.04,45.0,1.4
216,216,457,14L5,D,0,10,22,1,3.5,44,4.0,1,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,5333300,4.0,56.04,75.0,1.4
217,217,458,14L5,D,0,10,22,1,5.25,66,4.0,1,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,5333300,4.0,56.04,75.0,1.4
218,218,459,14L5,D,0,10,24,1,0.25,3,4.0,1,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,6153800,4.0,56.04,45.0,0.9
219,219,460,14L5,D,0,10,24,1,0.5,6,4.0,1,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,6153800,4.0,56.04,45.0,0.9
220,220,461,14L5,D,0,10,24,1,0.75,9,4.0,1,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,6153800,4.0,56.04,45.0,0.9
221,221,462,14L5,D,0,10,24,1,1.0,13,4.0,1,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,6153800,4.0,56.04,45.0,1.4
222,222,463,14L5,D,0,10,24,1,1.5,19,4.0,1,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,6153800,4.0,56.04,45.0,1.4
223,223,464,14L5,D,0,10,24,1,2.25,28,4.0,1,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,6153800,4.0,56.04,45.0,1.4
224,224,465,14L5,D,0,10,24,1,3.5,44,4.0,1,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,6153800,4.0,56.04,75.0,1.4
225,225,466,14L5,D,0,10,24,1,5.25,66,4.0,1,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,6153800,4.0,56.04,75.0,1.4
